ticker,name,exchange,security_type,is_adr,listing_date,sector,industry,country,shares_outstanding,beta,market_cap_hint,as_of,source,fetched_at,price,price_as_of,market_cap,avg_dollar_volume,is_price_fresh,model_family,watchlist_reason,event_flags,years_of_data,latest_fiscal_year,anchor_source,latest_filing_date,revenue,revenue_cagr,revenue_volatility,gross_margin,current_operating_margin,reported_operating_income,one_off_items_latest,normalized_operating_margin,normalized_operating_income,normalized_nopat,normalized_fcf,normalized_fcf_per_share,margin_volatility,tax_rate,roic,incremental_roic,net_debt,total_debt,interest_expense_known,interest_coverage,net_debt_to_ebitda,sbc_intensity,dividends_paid,buybacks,net_share_change_cagr,ocf_to_net_income,shares_diluted,analyst_growth,analyst_dispersion,has_estimates,risk_free,wacc,cost_of_debt_after_tax,roic_minus_wacc,filing_age_days,data_confidence,financial_persistence_score,roic_above_wacc_years,cyclicality,model_confidence,risk_flags,expected_irr,median_irr,p10_irr,p90_irr,above_hurdle_weight,hurdle_rate,permanent_loss_weight,expected_shortfall,hurdle_cvar,intrinsic_value_low,intrinsic_value_base,intrinsic_value_high,intrinsic_value_bear,intrinsic_value_bull,scenario_order_inversion,scenario_order_note,upside_to_base,model_uncertainty,business_quality,valuation_excess,evidence_confidence,valuation_status,invalid_reason,invalid_fields,assumption_flags,valuation_alerts,requires_manual_review,roic_status,catastrophic_tail_floor_applied,catastrophic_tail_scenarios
CCL,Carnival Corporation & plc,NYSE,common_stock,False,1987-07-24,Consumer Cyclical,Leisure,US,1385139603.0157642,2.331,40418373615.54,2026-06-12,fmp:company-screener,2026-06-14T15:29:49.849150+00:00,29.18,2026-06-12,40418373616.0,716772420.8866668,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,ttm,2026-03-27,26976000000.0,0.05031559217653592,1.9578577402819028,0.37548190984578883,0.16852016607354686,4546000000.0,0.0,0.11671246308243946,3148435404.111887,2833591863.7006984,589666651.2295651,0.4236111000212393,1.3002989475891424,0.1,0.10706547338671692,14.15054347826087,25183000000.0,26607000000.0,True,3.65728077232502,3.4132556248305774,0.0024779185484193277,208000000.0,0.0,0.05662060608119557,2.6721173338174333,1392000000.0,0.04538890548273189,0.01832554794705232,True,0.044800000000000006,0.12759572027063,0.07632000000000001,-0.02053024688391307,77.0,1.0,0.0,0.0,1.9578577402819028,0.3445,elevated_leverage;thin_interest_coverage;ongoing_dilution;cyclical_revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOS,The Mosaic Company,NYSE,common_stock,False,1988-01-26,Basic Materials,Agricultural Inputs,US,317846643.98413396,0.808,7211940352.360001,2026-06-12,fmp:company-screener,2026-06-14T15:29:49.849150+00:00,22.69,2026-06-12,7211940352.0,224833018.23242426,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,ttm,2026-05-11,12059200000.0,0.033229377034890595,0.28633654438079925,0.1389395648135863,0.03705884304099775,446900000.0,0.0,0.09196034797187076,1108968228.262384,828362709.6385053,544086946.7982513,1.713659674955122,0.10375908132929813,0.25303296476180637,0.0262343956971157,-0.37217194465372566,920500000.0,1202300000.0,True,2.0240036231884058,0.5076100143377081,0.0027599097553318097,280300000.0,0.0,-0.03743238971931773,2.066443471542622,317500000.0,0.061865442205646604,0.15723270440843068,True,0.044800000000000006,0.08207685341227956,0.06334280458819883,-0.055842457715163864,32.0,1.0,0.1125,2.0,0.28633654438079925,0.3197,thin_interest_coverage;cyclical_revenue;incremental_roic_below_wacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSLA,"Tesla, Inc.",NASDAQ,common_stock,False,2010-06-29,Consumer Cyclical,Auto - Manufacturers,US,3755720000.0,1.798,1526437279600.0,2026-06-12,fmp:company-screener,2026-06-14T15:29:49.849150+00:00,406.43,2026-06-12,1526437279600.0,23873762290.355453,True,general_dcf,insufficient_model_confidence,,8.0,2025.0,ttm,2026-04-23,97879000000.0,0.23646656210970574,0.2476122366918237,0.1906537663850264,0.05003116092318066,4897000000.0,0.0,0.06783126614962924,6639256499.45956,5595106026.775957,2525465374.9666557,0.7138115813924973,0.05731395919486214,0.15726918710982143,0.08491640848523589,-0.0727933544103712,-35514000000.0,9229000000.0,True,14.44542772861357,-3.1742938863067574,0.02046268809499437,0.0,0.0,0.006007009057191759,2.0929873772791026,3538000000.0,0.08341891687364544,0.21783654802051533,True,0.044800000000000006,0.13419334822119863,0.050395302610832686,-0.04927693973596274,50.0,1.0,0.2153,3.0,0.2476122366918237,0.3169,cyclical_revenue;incremental_roic_below_wacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM,General Motors Company,,,,,Consumer Cyclical,Auto - Manufacturers,,,,,,,,81.5,2026-06-12,73485713393.0,,True,general_dcf,irr_below_solver_bound,,8.0,2025.0,ttm,2026-04-28,,0.03335752810947534,,,0.013443612117666813,,,0.054134788670623685,,,,,,,0.012923644576468926,-0.24899975272828603,,,,,6.019923103809857,0.0,,,-0.14167131736471228,,,,,,,0.08662575086279961,,-0.07370210628633068,,1.0,0.2487,,,0.40918770000000004,elevated_leverage;thin_interest_coverage;incremental_roic_below_wacc,-0.725689895216783,-0.95,-0.95,-0.05275958086713215,0.0,0.12,1.0,0.95,1.0699999999999998,-70.7197043813147,-34.24009551290055,25.218144339278826,-70.7197043813147,25.218144339278826,False,,-1.4201238713239333,0.4663445785664339,0.2487,-1.0699999999999998,0.40918770000000004,invalid,irr_below_solver_bound,irr_5y[base],forward_roic_floor_hit;share_change_floor_hit;reinvestment_cap_hit,,False,ok,True,bear;base
LHX,"L3Harris Technologies, Inc.",,,,,Industrials,Aerospace & Defense,,,,,,,,307.79,2026-06-12,57339738050.0,,True,general_dcf,invalid_valuation_output,,8.0,2025.0,ttm,2026-04-30,,0.18155465427374273,,,0.09934599813142324,,,0.09833066544706151,,,,,,,0.061126734566712984,0.009203348926480491,,,,,3.1317626527050613,0.01647870642154591,,,-0.009152778754501045,,,,,,,0.08021166759023504,,-0.019084933023522058,,1.0,0.3876,,,,elevated_leverage;thin_interest_coverage;incremental_roic_below_wacc,-0.5743084884939889,-0.95,-0.95,-0.19861697698797792,0.0,0.12,0.5,0.95,1.0699999999999998,,56.10175359200543,,,,True,"growth destroys value: forward ROIC 2.5% at/below WACC 8.0%, so higher-growth scenarios reinvest below the cost of capital and are worth less than the bear case",-0.8177271724487298,,0.3876,-1.0699999999999998,,invalid,invalid_valuation_output,irr_5y[bear];irr_5y[bull];scenario[bear];scenario[bull],reinvestment_cap_hit,,False,ok,False,
BKNG,Booking Holdings Inc.,,,,,Consumer Cyclical,Travel Services,,,,,,,,164.94,2026-06-12,127808449233.99998,,True,general_dcf,roic_not_meaningful:meaningless_capital,,8.0,2025.0,ttm,2026-04-28,,0.09210498198705142,,,0.3427962581717051,,,0.30839491031182165,,,,,,,-1.296699045803743,,,,,,0.28600823045267487,0.024806927217411654,,,-0.07440976939684663,,,,,,,0.09251709731541798,,-1.389216143119161,,1.0,0.6131,,,0.4338,cyclical_revenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,meaningless_capital,,
FTNT,"Fortinet, Inc.",,,,,Technology,Software - Infrastructure,,,,,,,,146.3,2026-06-12,107186459603.0,,True,general_dcf,roic_not_meaningful:meaningless_capital,,8.0,2025.0,ttm,2026-05-08,,0.20864941060273168,,,0.310598494971517,,,0.21223779387210398,,,,,,,-1.093144402578954,,,,,,-1.1152696400813105,0.043302327143288896,,,-0.02656998785497633,,,,,,,0.10003447722058914,,-1.1931788797995433,,1.0,0.2182,,,0.6355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meaningless_capital,,
ABNB,"Airbnb, Inc.",,,,,Consumer Cyclical,Travel Services,,,,,,,,132.28,2026-06-12,78509982844.0,,True,general_dcf,roic_not_meaningful:meaningless_capital,,8.0,2025.0,ttm,2026-05-07,,0.18861479137930015,,,0.2049497904641417,,,0.1123329728199328,,,,,,,-1.094858455930283,4.443422297746731,,,,,-3.61707779886148,0.12673392181588902,,,-0.03661867752640424,,,,,,,0.10165965328357238,,-1.1965181092138553,,0.95,0.1125,,,0.3602,heavy_sbc;cyclical_revenue;peak_cycle_margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,meaningless_capital,,
EXPE,"Expedia Group, Inc.",,,,,Consumer Cyclical,Travel Services,,,,,,,,224.89,2026-06-12,25749680110.0,,True,general_dcf,roic_not_meaningful:meaningless_capital,,8.0,2025.0,ttm,2026-05-08,,0.03964046576130609,,,0.16149232087535428,,,0.07764508327479386,,,,,,,-0.6796459880891328,,,,,,-0.9973102211595936,0.03216761430017914,,,-0.09015895454406941,,,,,,,0.09809326787148583,,-0.7777392559606187,,1.0,0.3937,,,0.3969,cyclical_revenue;peak_cycle_margins,,,,,,,,,,,,,,,,,,,,,,,,,,,,meaningless_capital,,
VRSN,"VeriSign, Inc.",,,,,Technology,Software - Infrastructure,,,,,,,,279.89,2026-06-12,25469990000.0,,True,general_dcf,roic_not_meaningful:meaningless_capital,,8.0,2025.0,ttm,2026-04-23,,0.045288243162276975,,,0.6793013307984791,,,0.6581874834837056,,,,,,,-0.9411568628911792,,,,,,1.0563945055882604,0.03998392605987543,,,-0.05273176281409042,,,,,,,0.07714649192050203,,-1.018303354811681,,1.0,0.2933,,,0.8495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meaningless_capital,,
CSGP,"CoStar Group, Inc.",,,,,Real Estate,Real Estate - Services,,,,,,,,32.84,2026-06-12,13410401681.0,,True,general_dcf,roic_not_meaningful:meaningless_capital,,8.0,2025.0,ttm,2026-04-29,,0.15393417399277043,,,-0.007561769102259738,,,0.190487205124872,,,,,,,-0.0025122055024257867,-0.0800471048627112,,,,,-0.6459948320413437,0.034623217922606926,,,0.013435211585532514,,,,,,,0.07947437146734909,,-0.08198657696977488,,1.0,0.4235,,,0.7121,thin_interest_coverage;incremental_roic_below_wacc,,,,,,,,,,,,,,,,,,,,,,,,,,,,meaningless_capital,,
PFE,Pfizer Inc.,,,,,Healthcare,Drug Manufacturers - General,,,,,,,,26.21,2026-06-12,149382322400.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-05,,0.022244399137135495,,,0.23446260759693596,,,0.251237204699979,,,,,,,0.09443317477258431,-0.08432284924605535,,,,,2.3973497573721536,0.008815676792101153,,,-0.00011629935558732374,,,,,,,0.065,,0.02943317477258431,,1.0,0.7072,,,0.32440500000000005,cyclical_revenue;incremental_roic_below_wacc,0.007258236006600818,0.04079527514986697,-0.2740246972767636,0.22146709100343293,0.25,0.12,0.25,0.2740246972767636,0.3940246972767636,5.068019644232406,22.958676747887118,53.484397925713154,5.068019644232406,53.484397925713154,False,,-0.12404896040110192,0.26801374414009826,0.7072,-0.07920472485013302,0.32440500000000005,valid,,,forward_roic_floor_hit;wacc_floor_hit;reinvestment_cap_hit,,False,ok,False,
RCL,Royal Caribbean Cruises Ltd.,,,,,Consumer Cyclical,Travel Services,,,,,,,,294.38,2026-06-12,78951244100.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-04-30,,0.0951297578173238,,,0.27876876223624103,,,0.1948857423143996,,,,,,,0.14838854937278867,1.0322532938013589,,,,,3.087189902799942,0.009757457485363814,,,0.020477559313449856,,,,,,,0.1166560820468953,,0.03173246732589337,,1.0,0.1654,,,0.294921,elevated_leverage;cyclical_revenue,-0.09241611033285158,-0.18231807961419688,-0.95,0.9449717178969874,0.25,0.12,0.75,0.95,1.0699999999999998,-82.14410797983062,66.41364108580211,5272.470800108576,-82.14410797983062,5272.470800108576,False,,-0.7743948600930698,0.9686382289484937,0.1654,-0.3023180796141969,0.294921,valid,,,forward_roic_cap_hit;reinvestment_cap_hit,bull_return_extreme,True,ok,True,bear
CI,Cigna Corporation,,,,,Healthcare,Medical - Healthcare Plans,,,,,,,,298.0,2026-06-12,78830535702.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-04-30,,0.28071776602947707,,,0.0342371125118729,,,0.046214788416645225,,,,,,,0.11515013086565208,,,,,,1.8788619874459933,0.0,,,-0.054977349109980755,,,,,,,0.065,,0.05015013086565208,,1.0,0.7373,,,0.3279771000000001,cyclical_revenue,0.30288031243762825,0.33794353363919083,-0.10095849883509796,0.6365926813072293,0.75,0.12,0.25,0.10095849883509796,0.22095849883509794,138.19878167731275,887.1510645230682,2612.7310427616694,138.19878167731275,2612.7310427616694,False,,1.977016995043853,0.3889362770711637,0.7373,0.21794353363919083,0.3279771000000001,valid,,,share_change_floor_hit;wacc_floor_hit;reinvestment_cap_hit;intrinsic_2x_price,bull_return_extreme,True,ok,False,
VLO,Valero Energy Corporation,,,,,Energy,Oil & Gas Refining & Marketing,,,,,,,,258.67,2026-06-12,76807659110.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-04-30,,0.006762829683323979,,,0.046065563375816375,,,0.03527931484866552,,,,,,,0.15542152431805298,1.322717358761822,,,,,0.6314288847461345,0.0,,,-0.09042113737625035,,,,,,,0.06918735856201913,,0.08623416575603385,,1.0,0.6104,,,0.29313900000000004,cyclical_revenue,0.03812221888583735,0.0865425072348444,-0.4414405827294104,0.420844443803071,0.25,0.12,0.25,0.4414405827294104,0.5614405827294104,19.29959133079928,274.03768931125956,925.9718516890734,19.29959133079928,925.9718516890734,False,,0.059410404419760754,0.4523483432662407,0.6104,-0.0334574927651556,0.29313900000000004,valid,,,forward_roic_cap_hit;share_change_floor_hit,,False,ok,False,
NUE,Nucor Corporation,,,,,Basic Materials,Steel,,,,,,,,266.35,2026-06-12,60658815350.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-13,,0.0377659712539784,,,0.10043911007025762,,,0.11697359193322268,,,,,,,0.10333105094497737,-0.6325505968527176,,,,,0.9545641447368421,0.004093063334769496,,,-0.04489176197068445,,,,,,,0.1303150108096004,,-0.026983959864623028,,1.0,0.3119,,,0.300186,cyclical_revenue;incremental_roic_below_wacc,-0.19013369711392444,-0.15163242228736634,-0.520210443189717,0.06294049930875192,0.0,0.12,0.75,0.520210443189717,0.640210443189717,9.056988520890505,51.3455954942312,186.9465321667381,9.056988520890505,186.9465321667381,False,,-0.807225096698963,0.31256989124923445,0.3119,-0.27163242228736634,0.300186,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,False,
TRGP,Targa Resources Corp.,,,,,Energy,Oil & Gas Midstream,,,,,,,,272.6,2026-06-12,58511954400.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-07,,0.07168159275251673,,,0.21111117895238155,,,0.12727401277133776,,,,,,,0.13488110868993863,0.11759726984571758,,,,,3.782660544988373,0.003801069351472614,,,-0.023783437834287047,,,,,,,0.07325626602874684,,0.061624842661191795,,1.0,0.6616,,,0.33021,elevated_leverage;cyclical_revenue;peak_cycle_margins,-0.28811330897260634,-0.1547432750638109,-0.95,0.10703331423719648,0.0,0.12,0.75,0.95,1.0699999999999998,-43.022707942823764,74.60088390285496,312.709131824348,-43.022707942823764,312.709131824348,False,,-0.7263357156901873,0.5486103571185982,0.6616,-0.2747432750638109,0.33021,valid,,,reinvestment_cap_hit,,False,ok,True,bear
OXY,Occidental Petroleum Corporation,,,,,Energy,Oil & Gas Exploration & Production,,,,,,,,56.54,2026-06-12,56236645995.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-05,,0.047826061550417354,,,0.12392167011732229,,,0.18189802822830284,,,,,,,0.04131663793772317,-0.06896704238775772,,,,,0.9450199203187251,0.0,,,-0.0006324691278082328,,,,,,,0.06808734146931396,,-0.026770703531590785,,1.0,0.4233,,,0.325134,thin_interest_coverage;cyclical_revenue;incremental_roic_below_wacc,-0.24566388190723953,-0.08620485336286943,-0.95,0.1397541790967807,0.25,0.12,0.75,0.95,1.0699999999999998,-0.12113652408643145,24.17673889315559,79.04525174443054,-0.12113652408643145,79.04525174443054,False,,-0.5723958455402265,0.5651230695483903,0.4233,-0.20620485336286942,0.325134,valid,,,forward_roic_floor_hit;reinvestment_cap_hit,,False,ok,True,bear
XYZ,"Block, Inc.",,,,,Technology,Software - Infrastructure,,,,,,,,69.52,2026-06-12,41376980965.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-07,,0.32932929414529255,,,0.11744055064285595,,,0.007378305230987299,,,,,,,0.15598853072854496,0.13986343940496004,,,,,-1.7260301310687356,0.052766311653143834,,,0.010617238990048072,,,,,,,0.14,,0.015988530728544947,,1.0,0.1391,,,0.285849,heavy_sbc;cyclical_revenue;peak_cycle_margins;incremental_roic_below_wacc,-0.2536711555236252,-0.27951717925607233,-0.36703817231464186,-0.08861209126771424,0.0,0.12,1.0,0.36703817231464186,0.48703817231464186,9.247291986034764,10.697785908353861,26.112955108849217,9.247291986034764,26.112955108849217,False,,-0.8461193051157385,0.1606375705234638,0.1391,-0.39951717925607233,0.285849,valid,,,wacc_cap_hit;reinvestment_cap_hit,,False,ok,False,
DVN,Devon Energy Corporation,,,,,Energy,Oil & Gas Exploration & Production,,,,,,,,45.31,2026-06-12,28157043639.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-06,,0.09865543909633834,,,0.18835761349211147,,,0.24335070512560336,,,,,,,0.11008985011601642,0.05344577191116125,,,,,1.011039832910637,0.00609516319307904,,,-0.016081632778892296,,,,,,,0.065,,0.04508985011601642,,1.0,0.6057,,,0.26710560000000005,cyclical_revenue;incremental_roic_below_wacc,0.2556784161628457,0.2796560168964789,-0.15441103075863793,0.6178126616170629,0.75,0.12,0.25,0.15441103075863793,0.27441103075863793,16.17528364431689,115.90467032007768,386.97102842959936,16.17528364431689,386.97102842959936,False,,1.5580373056737513,0.40809867818785045,0.6057,0.1596560168964789,0.26710560000000005,valid,,,base_growth_cap_hit;wacc_floor_hit;reinvestment_cap_hit;intrinsic_2x_price,bull_return_extreme,True,ok,False,
IFF,International Flavors & Fragrances Inc.,,,,,Basic Materials,Chemicals - Specialty,,,,,,,,78.27,2026-06-12,19982602832.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-05,,0.15474910231569639,,,0.07563959955506118,,,0.07201006934549255,,,,,,,0.034781722360572184,,,,,,2.804162219850587,0.0056625141562853904,,,0.0026075737341737515,,,,,,,0.08285659966458457,,-0.04807487730401239,,1.0,0.225,,,0.33984,thin_interest_coverage;cyclical_revenue,-0.34168766752991353,-0.27154216751805504,-0.95,0.1263336649164558,0.25,0.12,0.75,0.95,1.0699999999999998,-18.756672367411447,5.245244644418828,94.77583633068132,-18.756672367411447,94.77583633068132,False,,-0.9329852479312786,0.5579716324582278,0.225,-0.39154216751805504,0.33984,valid,,,reinvestment_cap_hit,,False,ok,True,bear
CF,"CF Industries Holdings, Inc.",,,,,Basic Materials,Agricultural Inputs,,,,,,,,109.48,2026-06-12,16819302920.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-07,,0.0693970500262917,,,0.35682462535439446,,,0.31057439237664275,,,,,,,0.31208152796787686,0.12291746992958627,,,,,0.4447576099210823,0.006064690026954178,,,-0.08877789063171027,,,,,,,0.06609181416284567,,0.2459897138050312,,1.0,0.8943,,,0.29718900000000004,cyclical_revenue,0.33389034220599567,0.36337717908900236,0.04346165106398987,0.565345359581988,0.75,0.12,0.0,0.0,0.07653834893601012,99.21318291926795,327.78041299572345,708.0408027844787,99.21318291926795,708.0408027844787,False,,1.9939752739835899,0.282026184258999,0.8943,0.24337717908900236,0.29718900000000004,valid,,,share_change_floor_hit;reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,
BLDR,"Builders FirstSource, Inc.",,,,,Industrials,Construction,,,,,,,,77.77,2026-06-12,8364941200.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-04-30,,0.10142713470583886,,,0.04181925369449369,,,0.08040553338465037,,,,,,,0.052331275047744256,-0.7504917448173807,,,,,4.276196098579535,0.0035226960184292456,,,-0.12406755532779667,,,,,,,0.09736672616000308,,-0.045035451112258824,,1.0,0.5976,,,0.31419900000000006,elevated_leverage;thin_interest_coverage;cyclical_revenue;incremental_roic_below_wacc,-0.25830013107042754,-0.13478494685841713,-0.95,0.18636936943512414,0.25,0.12,0.75,0.95,1.0699999999999998,-25.69648307064591,11.490398077683455,113.47637861959083,-25.69648307064591,113.47637861959083,False,,-0.8522515355833424,0.588758714717562,0.5976,-0.2547849468584171,0.31419900000000006,valid,,,forward_roic_floor_hit;share_change_floor_hit;reinvestment_cap_hit,,False,ok,True,bear
NVDA,NVIDIA Corporation,,,,,Technology,Semiconductors,,,,,,,,205.19,2026-06-12,4969906990000.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2026.0,ttm,2026-05-20,,0.5163268176717339,,,0.6402002437956377,,,0.3488807007223773,,,,,,,1.1436037771305083,1.2181591200485862,,,,,-0.40937926701064564,0.03629968505023104,,,-0.009110809543960374,,,,,,,0.14,,1.0036037771305084,,1.0,0.8597,,,0.3443796,cyclical_revenue;peak_cycle_margins,-0.1830712337210571,-0.1769535558036296,-0.3288876027436346,-0.04949022053333463,0.0,0.12,0.75,0.3288876027436346,0.4488876027436346,22.82412435463442,49.831554024107454,90.05238308325997,22.82412435463442,90.05238308325997,False,,-0.7571443344017377,0.15936730310515,0.8597,-0.2969535558036296,0.3443796,valid,,,base_growth_cap_hit;forward_roic_cap_hit;wacc_cap_hit,,False,ok,False,
MU,"Micron Technology, Inc.",,,,,Technology,Semiconductors,,,,,,,,981.61,2026-06-12,1106991045300.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-03-19,,0.030003556214882376,,,0.4852457888126086,,,0.24542062073250998,,,,,,,0.36977069432708837,0.19500453035336757,,,,,-0.10332133286414205,0.03317271315359802,,,0.0053192490045776974,,,,,,,0.14,,0.22977069432708835,,1.0,0.6493,,,0.300348,cyclical_revenue;peak_cycle_margins,-0.2689850275132812,-0.2548452354658366,-0.46462520061868406,-0.10162443850276756,0.0,0.12,1.0,0.46462520061868406,0.5846252006186841,47.94330037121749,136.05356741900266,309.99842074453227,47.94330037121749,309.99842074453227,False,,-0.8613975332168553,0.20248994105795823,0.6493,-0.3748452354658366,0.300348,valid,,,base_growth_cap_hit;wacc_cap_hit;reinvestment_cap_hit,,False,ok,False,
AMD,"Advanced Micro Devices, Inc.",,,,,Technology,Semiconductors,,,,,,,,511.57,2026-06-12,834166042000.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-06,,0.270710183654467,,,0.11651625994553319,,,0.08371580449937913,,,,,,,0.070153252598864,0.0007905440241364166,,,,,-1.148042801029392,0.05456660849331006,,,0.01648877328715903,,,,,,,0.14,,-0.06984674740113601,,1.0,0.3728,,,0.28212300000000007,heavy_sbc;cyclical_revenue;incremental_roic_below_wacc,-0.44219546549920785,-0.44011066375096564,-0.5336312190171157,-0.3549293154777843,0.0,0.12,1.0,0.5336312190171157,0.6536312190171157,10.325225135506521,16.682808139956894,32.26177455693798,10.325225135506521,32.26177455693798,False,,-0.9673890022089706,0.11088726176966573,0.3728,-0.5601106637509656,0.28212300000000007,valid,,,base_growth_cap_hit;wacc_cap_hit;reinvestment_cap_hit,,False,ok,False,
APP,AppLovin Corporation,,,,,Technology,Software - Application,,,,,,,,496.77,2026-06-12,166884671376.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-06,,0.4146597473550675,,,0.7708820555881453,,,0.30745539335669747,,,,,,,1.3712427464879504,,,,,,0.15414002187855697,0.11456586699122659,,,-0.030373028611091257,,,,,,,0.14,,1.2312427464879505,,1.0,0.5555,,,0.30902310000000005,heavy_sbc;cyclical_revenue;peak_cycle_margins,-0.29038863549831145,-0.27972321003544487,-0.5177197520170012,-0.08438836990535489,0.0,0.12,1.0,0.5177197520170012,0.6377197520170012,17.68694271030473,72.1643588580386,183.2904020413957,17.68694271030473,183.2904020413957,False,,-0.8547328565371528,0.23739499805582312,0.5555,-0.39972321003544486,0.30902310000000005,valid,,,base_growth_cap_hit;forward_roic_cap_hit;wacc_cap_hit,,False,ok,False,
STLD,"Steel Dynamics, Inc.",,,,,Basic Materials,Steel,,,,,,,,282.76,2026-06-12,40777667880.0,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-04-27,,0.06338270758670328,,,0.09408910384276574,,,0.1282361152060176,,,,,,,0.1082137415105311,-0.5172957329697684,,,,,1.5404214884102734,0.0032850737917894013,,,-0.07779946279753047,,,,,,,0.11393616341265744,,-0.005722421902126337,,1.0,0.6156,,,0.2855493,cyclical_revenue;incremental_roic_below_wacc,-0.14269323253975014,-0.13031043744122134,-0.3579931564352592,0.047841101158701375,0.0,0.12,0.75,0.3579931564352592,0.4779931564352592,24.220492878013456,69.9044366693521,199.22991733252988,24.220492878013456,199.22991733252988,False,,-0.7527781982269341,0.2243506497969803,0.6156,-0.25031043744122133,0.2855493,valid,,,forward_roic_floor_hit;share_change_floor_hit;reinvestment_cap_hit,,False,ok,False,
APA,APA Corporation,,,,,Energy,Oil & Gas Exploration & Production,,,,,,,,37.02,2026-06-12,13085459399.999998,,True,general_dcf,insufficient_post_valuation_model_confidence,,8.0,2025.0,ttm,2026-05-07,,0.028082479749838907,,,0.34630124259667866,,,0.3184182911929025,,,,,,,0.19597132963435437,0.008723172606689075,,,,,0.7987575301204819,0.0,,,0.020593996919940682,,,,,,,0.065,,0.13097132963435437,,1.0,0.7238,,,0.340524,cyclical_revenue;incremental_roic_below_wacc,0.21327666409197266,0.22203923326451333,-0.012664746190421254,0.42169293602928526,0.75,0.12,0.0,0.012664746190421254,0.13266474619042126,28.316068786882223,82.55119049362857,184.51662163460497,28.316068786882223,184.51662163460497,False,,1.2299079009624139,0.23696312110985324,0.7238,0.10203923326451333,0.340524,valid,,,wacc_floor_hit;reinvestment_cap_hit;intrinsic_2x_price,,False,ok,False,
